,serialNm,tradeYM,tradeDay,buildYear,dong,aptName,jySize,floor,price,siguCode,dongCode,add1
0,11680-586,2020-01,3,2004, 역삼동,현대하이츠,99.22,4,77000,11680,10100,775-15
1,11680-665,2020-01,3,2003, 역삼동,우림루미아트1,24,8,20200,11680,10100,706-11
2,11680-251,2020-01,4,1996, 역삼동,한스빌(836),41.95,11,39500,11680,10100,836
3,11680-237,2020-01,6,1998, 역삼동,동부센트레빌,59.82,21,148800,11680,10100,716
4,11680-4050,2020-01,6,2012, 역삼동,강남서해더블루,62.26,10,85000,11680,10100,796-29
5,11680-665,2020-01,6,2003, 역삼동,우림루미아트1,23.9,7,20400,11680,10100,706-11
6,11680-274,2020-01,6,2002, 역삼동,트레벨,33.48,4,56000,11680,10100,766-8
7,11680-271,2020-01,9,2002, 역삼동,갤러리하우스,76.52,5,74950,11680,10100,783-3
8,11680-665,2020-01,9,2003, 역삼동,우림루미아트1,23.9,10,20500,11680,10100,706-11
9,11680-3621,2020-01,11,2005, 역삼동,역삼래미안,59.4,20,157500,11680,10100,757
10,11680-3643,2020-01,11,2006, 역삼동,역삼푸르지오,84.9097,2,208000,11680,10100,754-1
11,11680-260,2020-01,13,2002, 역삼동,풍림 지오빌,42.69,3,45000,11680,10100,635-5
12,11680-3679,2020-01,13,2006, 역삼동,역삼 I'PARK,130.156,16,270000,11680,10100,713-11
13,11680-492,2020-01,14,2004, 역삼동,성영forU,115.4,3,125000,11680,10100,681-46
14,11680-241,2020-01,15,1998, 역삼동,세종빌라트,122.45,1,55000,11680,10100,791-23
15,11680-504,2020-01,16,2004, 역삼동,역삼동우정에쉐르1,57.98,12,65000,11680,10100,826-29
16,11680-490,2020-01,18,2001, 역삼동,역삼예명,67.08,3,58000,11680,10100,664-5
17,11680-249,2020-01,20,2001, 역삼동,한화진넥스빌,39.2,13,35800,11680,10100,706-20
18,11680-275,2020-01,20,2002, 역삼동,대우디오빌,30.03,6,32000,11680,10100,720-25
19,11680-462,2020-01,28,2003, 역삼동,지석천평대,63.03,4,55500,11680,10100,789-29
20,11680-280,2020-01,4,1992, 개포동,성원대치2단지아파트,49.86,6,124500,11680,10300,12
21,,2020-01,4,2019, 개포동,디에이치아너힐즈,94.29,12,285000,11680,10300,138
22,11680-505,2020-01,6,2004, 개포동,개포자이(12-2),134.3,17,203000,11680,10300,12-2
23,11680-283,2020-01,9,1984, 개포동,개포우성3차,133.46,3,220000,11680,10300,652
24,11680-280,2020-01,10,1992, 개포동,성원대치2단지아파트,39.53,2,103000,11680,10300,12
25,11680-279,2020-01,11,1992, 개포동,삼익대청아파트,60,14,146000,11680,10300,12
26,11680-578,2020-01,12,1983, 개포동,개포주공 7단지,60.76,2,171000,11680,10300,185
27,11680-280,2020-01,13,1992, 개포동,성원대치2단지아파트,39.53,14,111000,11680,10300,12
28,11680-290,2020-01,14,1983, 개포동,개포주공 6단지,60.13,14,180000,11680,10300,185
29,,2020-01,17,2019, 개포동,래미안블레스티지,59.897,4,188000,11680,10300,1280
30,11680-280,2020-01,28,1992, 개포동,성원대치2단지아파트,39.53,3,107000,11680,10300,12
31,11680-279,2020-01,31,1992, 개포동,삼익대청아파트,39.53,13,100500,11680,10300,12
32,11680-3574,2020-01,4,2005, 청담동,휴먼스타빌,35.905,22,60000,11680,10400,5-25
33,11680-98,2020-01,10,2002, 청담동,청담대림e-편한세상,113.57,8,195000,11680,10400,30-33
34,11680-4004,2020-01,11,2011, 청담동,청담자이,49.618,24,176000,11680,10400,134-38
35,11680-4364,2020-01,14,2015, 청담동,청담스위트,14.224,3,22000,11680,10400,34-13
36,11680-3736,2020-01,15,2007, 청담동,청담범신칼릭스빌2차,102.69,3,143000,11680,10400,109-16
37,11680-41,2020-01,18,1999, 청담동,삼환,84.88,1,144000,11680,10400,10
38,11680-4364,2020-01,18,2015, 청담동,청담스위트,13.425,3,21600,11680,10400,34-13
39,11680-41,2020-01,18,1999, 청담동,삼환,114.97,5,167000,11680,10400,10
40,11680-4004,2020-01,30,2011, 청담동,청담자이,49.619,26,176000,11680,10400,134-38
41,11680-4364,2020-01,31,2015, 청담동,청담스위트,13.425,3,23000,11680,10400,34-13
42,11680-3830,2020-01,3,2008, 삼성동,현대힐스테이트 2단지,84.679,5,224500,11680,10500,50
43,11680-3830,2020-01,8,2008, 삼성동,현대힐스테이트 2단지,38.671,21,124500,11680,10500,50
44,11680-177,2020-01,10,1998, 삼성동,서광아파트,59.67,4,145000,11680,10500,2
45,11680-525,2020-01,10,2004, 삼성동,미켈란147,83.69,16,148000,11680,10500,147-2
46,11680-3582,2020-01,16,2005, 삼성동,삼성팰리스,174.1,6,161000,11680,10500,129-5
47,11680-3641,2020-01,17,2005, 삼성동,삼성동 롯데캐슬 킹덤,170.8,12,295000,11680,10500,43
48,11680-3696,2020-01,20,2006, 삼성동,삼성팰리스(71-16),114.26,8,145000,11680,10500,71-16
49,11680-3632,2020-01,30,2005, 삼성동,레미안삼성1차(104),125.8,11,245000,11680,10500,104-10
50,11680-532,2020-01,2,2004, 대치동,포스코더샵,139.54,3,247000,11680,10600,902
51,11680-3752,2020-01,2,2008, 대치동,대치아이파크,114.97,10,300000,11680,10600,888
52,11680-4394,2020-01,4,2015, 대치동,래미안대치팰리스,94.5,11,340000,11680,10600,1027
53,11680-580,2020-01,7,2004, 대치동,대치동우정에쉐르1,79.07,2,84000,11680,10600,891-28
54,11680-528,2020-01,8,2004, 대치동,선릉역대우아이빌(890-49),25.42,14,24500,11680,10600,890-49
55,11680-601,2020-01,9,2005, 대치동,동부센트레빌,145.83,8,375000,11680,10600,670
56,11680-3752,2020-01,11,2008, 대치동,대치아이파크,84.95,12,247000,11680,10600,888
57,11680-225,2020-01,13,1990, 대치동,현대1,84.27,4,165000,11680,10600,992
58,11680-218,2020-01,14,1979, 대치동,은마,84.43,13,220000,11680,10600,316
59,11680-3752,2020-01,14,2008, 대치동,대치아이파크,84.93,9,252500,11680,10600,888
60,11680-3559,2020-01,14,1985, 대치동,선경2차(8동-12동),127.75,12,300000,11680,10600,506
61,11680-217,2020-01,20,1984, 대치동,"대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",84.69,2,208000,11680,10600,63
62,11680-529,2020-01,21,2004, 대치동,테헤란로대우아이빌(891-6),29.02,13,34000,11680,10600,891-6
63,11680-601,2020-01,23,2005, 대치동,동부센트레빌,145.83,20,370000,11680,10600,670
64,11680-3673,2020-01,4,2006, 신사동,신사아이빌,90.35,4,88000,11680,10700,522
65,11680-547,2020-01,7,2004, 신사동,현대아인빌,138.7,3,164000,11680,10700,569-1
66,11680-3821,2020-01,7,2008, 신사동,래미안신사,84.89,3,137000,11680,10700,506-9
67,11680-3740,2020-01,9,2007, 신사동,Ruden House,73.22,-1,39000,11680,10700,524-8
68,11680-3740,2020-01,22,2007, 신사동,Ruden House,84.98,4,88000,11680,10700,524-8
69,11680-3821,2020-01,23,2008, 신사동,래미안신사,84.89,10,145000,11680,10700,506-9
70,11680-546,2020-01,29,2004, 신사동,신사파크빌라B동,131.99,1,85000,11680,10700,562-24
71,11680-556,2020-01,14,2004, 논현동,제이빌,75.12,2,80000,11680,10800,108-2
72,11680-141,2020-01,17,1976, 논현동,"청학아파트 에이동,비동,씨동",85.12,5,110000,11680,10800,62-3
73,11680-697,2020-01,17,2004, 논현동,스위트캐슬레지던스,203.17,6,240000,11680,10800,55
74,11680-109,2020-01,18,1997, 논현동,신동아(22),84.52,11,144000,11680,10800,22
75,11680-109,2020-01,20,1997, 논현동,신동아(22),114.34,13,165000,11680,10800,22
76,11680-3726,2020-01,20,2007, 논현동,논현파라곤,120.21,12,150000,11680,10800,241-1
77,11680-559,2020-01,20,2004, 논현동,두산위브2단지,83.464,9,137000,11680,10800,258
78,11680-109,2020-01,30,1997, 논현동,신동아(22),35.73,11,80000,11680,10800,22
79,11680-4202,2020-01,31,2013, 논현동,한양수자인어반게이트,16.2,3,21200,11680,10800,221-7
80,11680-20,2020-01,3,1987, 압구정동,미성2차,74.4,13,210000,11680,11000,397
81,11680-415,2020-01,11,1976, 압구정동,"현대1차(12,13,21,22,31,32,33동)",131.49,11,299000,11680,11000,369-1
82,11680-20,2020-01,16,1987, 압구정동,미성2차,118.63,5,270000,11680,11000,397
83,11680-378,2020-01,18,1977, 압구정동,한양1차(영동한양),78.05,6,213000,11680,11000,490
84,11680-423,2020-01,22,1982, 압구정동,신현대9차,108.88,4,280000,11680,11000,426
85,11680-415,2020-01,30,1976, 압구정동,"현대1차(12,13,21,22,31,32,33동)",196.21,14,470000,11680,11000,369-1
86,11680-4199,2020-01,6,2013, 세곡동,강남엘에이치1단지,74.74,4,106500,11680,11100,579
87,11680-4090,2020-01,11,2012, 세곡동,세곡푸르지오,74.74,14,124000,11680,11100,533
88,11680-4003,2020-01,28,2011, 세곡동,강남데시앙파크,114.69,4,125000,11680,11100,525
89,11680-4090,2020-01,28,2012, 세곡동,세곡푸르지오,59.89,5,108500,11680,11100,533
90,11680-4090,2020-01,30,2012, 세곡동,세곡푸르지오,59.89,13,107000,11680,11100,533
91,11680-4319,2020-01,18,2014, 자곡동,래미안강남힐즈,91.96,3,146000,11680,11200,611
92,11680-4399,2020-01,9,2015, 율현동,강남한신휴플러스8단지,101.96,4,130000,11680,11300,BL-8
93,11680-308,2020-01,3,1994, 일원동,푸른마을 아파트 101동~111동,59.76,7,120000,11680,11400,719
94,11680-308,2020-01,6,1994, 일원동,푸른마을 아파트 101동~111동,84.93,14,162000,11680,11400,719
95,11680-308,2020-01,13,1994, 일원동,푸른마을 아파트 101동~111동,84.93,8,159500,11680,11400,719
96,11680-308,2020-01,13,1994, 일원동,푸른마을 아파트 101동~111동,59.76,9,129500,11680,11400,719
97,,2020-01,21,2018, 일원동,래미안 개포 루체하임,101.97,22,250000,11680,11400,741
98,11680-301,2020-01,23,1993, 일원동,목련타운,134.71,2,185000,11680,11400,716
99,11680-314,2020-01,3,1993, 수서동,까치마을,39.6,13,87000,11680,11500,746
100,11680-319,2020-01,4,1992, 수서동,신동아,39.53,9,102000,11680,11500,736
101,11680-319,2020-01,4,1992, 수서동,신동아,33.18,7,88000,11680,11500,736
102,11680-319,2020-01,11,1992, 수서동,신동아,49.96,6,109000,11680,11500,736
103,11680-314,2020-01,15,1993, 수서동,까치마을,34.44,9,79500,11680,11500,746
104,11680-314,2020-01,17,1993, 수서동,까치마을,39.6,3,85000,11680,11500,746
105,11680-314,2020-01,18,1993, 수서동,까치마을,39.6,2,84000,11680,11500,746
106,11680-319,2020-01,18,1992, 수서동,신동아,39.51,10,100000,11680,11500,736
107,11680-317,2020-01,20,1992, 수서동,삼익,60,15,120000,11680,11500,708
108,11680-314,2020-01,28,1993, 수서동,까치마을,39.6,8,89900,11680,11500,746
109,11680-317,2020-01,31,1992, 수서동,삼익,84.48,2,139000,11680,11500,708
110,11680-317,2020-01,31,1992, 수서동,삼익,60,2,119000,11680,11500,708
111,11680-340,2020-01,2,1998, 도곡동,우성캐릭터199,132.94,5,170000,11680,11800,467-24
112,11680-566,2020-01,2,2004, 도곡동,아카데미스위트1,164.87,7,200000,11680,11800,467-7
113,11680-338,2020-01,6,1986, 도곡동,우성사원5,70.89,4,130000,11680,11800,463-1
114,11680-365,2020-01,6,2003, 도곡동,타워팰리스2,164.99,35,310000,11680,11800,467-17
115,11680-365,2020-01,9,2003, 도곡동,타워팰리스2,115.63,31,232000,11680,11800,467-17
116,11680-365,2020-01,9,2003, 도곡동,타워팰리스2,164.99,35,310000,11680,11800,467-17
117,11680-330,2020-01,10,1994, 도곡동,삼성,73.41,2,148000,11680,11800,161
118,11680-338,2020-01,13,1986, 도곡동,우성사원5,70.89,2,146000,11680,11800,463-1
119,11680-3734,2020-01,13,2007, 도곡동,도곡1차아이파크,130.259,10,225000,11680,11800,543-7
120,11680-340,2020-01,13,1998, 도곡동,우성캐릭터199,132.94,25,174000,11680,11800,467-24
121,11680-567,2020-01,14,2004, 도곡동,현대아이리스1,113.18,4,95000,11680,11800,944-5
122,11680-331,2020-01,15,2001, 도곡동,삼성래미안,84.89,7,192000,11680,11800,91-5
123,11680-470,2020-01,16,2004, 도곡동,타워팰리스3,141.381,35,270000,11680,11800,467-29
124,11680-3862,2020-01,21,2009, 도곡동,로덴하우스 웨스트빌리지,273.68,19,545000,11680,11800,462-2
125,11680-323,2020-01,23,1999, 도곡동,대림아크로빌,177.255,20,230000,11680,11800,467-6
126,11680-3623,2020-01,29,2006, 도곡동,도곡렉슬,59.9772,19,164800,11680,11800,527
127,11680-566,2020-01,30,2004, 도곡동,아카데미스위트1,122.07,35,168500,11680,11800,467-7
128,11680-323,2020-01,31,1999, 도곡동,대림아크로빌,172.464,30,237000,11680,11800,467-6
129,11680-338,2020-01,31,1986, 도곡동,우성사원5,70.89,7,149500,11680,11800,463-1
0,11680-276,2020-02,1,2002, 역삼동,경남아너스빌,84.688,4,149000,11680,10100,722
1,11680-3622,2020-02,1,2005, 역삼동,e-편한세상,59.606,10,167000,11680,10100,755-4
2,11680-504,2020-02,1,2004, 역삼동,역삼동우정에쉐르1,71.78,2,70000,11680,10100,826-29
3,11680-249,2020-02,3,2001, 역삼동,한화진넥스빌,39.2,19,36000,11680,10100,706-20
4,11680-3643,2020-02,5,2006, 역삼동,역삼푸르지오,59.8848,11,171000,11680,10100,754-1
5,11680-463,2020-02,8,2003, 역삼동,노블카운티,81.85,1,72000,11680,10100,794-24
6,11680-3622,2020-02,9,2005, 역삼동,e-편한세상,59.947,12,179000,11680,10100,755-4
7,11680-3615,2020-02,10,2005, 역삼동,에스케이허브젠,71.91,6,90000,11680,10100,831-45
8,11680-275,2020-02,11,2002, 역삼동,대우디오빌,30.03,7,32500,11680,10100,720-25
9,11680-463,2020-02,11,2003, 역삼동,노블카운티,81.85,1,73500,11680,10100,794-24
10,11680-3621,2020-02,12,2005, 역삼동,역삼래미안,59.4,14,155000,11680,10100,757
11,11680-3622,2020-02,12,2005, 역삼동,e-편한세상,59.606,9,165000,11680,10100,755-4
12,11680-3621,2020-02,13,2005, 역삼동,역삼래미안,59.73,13,161000,11680,10100,757
13,11680-3643,2020-02,13,2006, 역삼동,역삼푸르지오,59.8848,6,157000,11680,10100,754-1
14,11680-3621,2020-02,15,2005, 역삼동,역삼래미안,59.73,7,146000,11680,10100,757
15,11680-3728,2020-02,15,2007, 역삼동,롯데캐슬노블,176.03,4,175000,11680,10100,835-68
16,11680-3622,2020-02,15,2005, 역삼동,e-편한세상,59.606,1,153000,11680,10100,755-4
17,11680-3621,2020-02,17,2005, 역삼동,역삼래미안,59.4,13,165800,11680,10100,757
18,11680-269,2020-02,19,2003, 역삼동,세방하이빌1,59.77,6,99000,11680,10100,771-4
19,11680-504,2020-02,19,2004, 역삼동,역삼동우정에쉐르1,59.81,4,72000,11680,10100,826-29
20,11680-3621,2020-02,20,2005, 역삼동,역삼래미안,59.4,9,160000,11680,10100,757
21,11680-668,2020-02,21,2004, 역삼동,대우디오빌플러스,34.41,4,31900,11680,10100,824-25
22,11680-3622,2020-02,22,2005, 역삼동,e-편한세상,59.606,18,163000,11680,10100,755-4
23,11680-4050,2020-02,22,2012, 역삼동,강남서해더블루,70.57,5,86850,11680,10100,796-29
24,11680-503,2020-02,24,2004, 역삼동,강남역우정에쉐르,16.78,8,21500,11680,10100,823-7
25,11680-3760,2020-02,24,2008, 역삼동,역삼2차아이파크,84.587,8,190000,11680,10100,765-32
26,11680-594,2020-02,24,2005, 역삼동,역삼엔스위트102동,84.68,7,89500,11680,10100,656-31
27,11680-494,2020-02,25,2004, 역삼동,우정에쉐르멤버스,22.12,10,27000,11680,10100,708-31
28,11680-3905,2020-02,25,2010, 역삼동,래미안그레이튼(진달래2차),120.37,24,240000,11680,10100,762-3
29,11680-503,2020-02,25,2004, 역삼동,강남역우정에쉐르,17.23,11,20000,11680,10100,823-7
30,11680-3643,2020-02,27,2006, 역삼동,역삼푸르지오,84.9097,6,206000,11680,10100,754-1
31,11680-4317,2020-02,27,2014, 역삼동,이스턴오피스텔,14.92,14,20000,11680,10100,735-15
32,11680-4317,2020-02,27,2014, 역삼동,이스턴오피스텔,15.25,12,20000,11680,10100,735-15
33,11680-666,2020-02,29,2003, 역삼동,진넥스빌2,23.85,10,22400,11680,10100,706-24
34,11680-3669,2020-02,29,2006, 역삼동,프리우스 역삼 102동,84.18,2,100000,11680,10100,636
35,11680-391,2020-02,6,1983, 개포동,개포주공 5단지,61.19,14,177000,11680,10300,187
36,11680-578,2020-02,6,1983, 개포동,개포주공 7단지,53.46,12,154500,11680,10300,185
37,11680-279,2020-02,11,1992, 개포동,삼익대청아파트,39.53,8,100500,11680,10300,12
38,11680-573,2020-02,11,1982, 개포동,개포주공 1단지,42.55,4,192000,11680,10300,141
39,11680-283,2020-02,11,1984, 개포동,개포우성3차,161,15,270000,11680,10300,652
40,11680-286,2020-02,12,1991, 개포동,"우성9차아파트 901동, 902동",84.9,9,199947,11680,10300,651-1
41,,2020-02,12,2019, 개포동,래미안블레스티지,59.967,8,175000,11680,10300,1280
42,11680-449,2020-02,12,2003, 개포동,상지리츠빌,161.07,6,215000,11680,10300,176-1
43,,2020-02,13,2019, 개포동,래미안블레스티지,84.943,10,244000,11680,10300,1280
44,11680-573,2020-02,14,1982, 개포동,개포주공 1단지,58.08,3,240000,11680,10300,141
45,11680-573,2020-02,15,1982, 개포동,개포주공 1단지,58.08,1,242000,11680,10300,141
46,11680-573,2020-02,15,1982, 개포동,개포주공 1단지,35.87,1,163000,11680,10300,141
47,11680-573,2020-02,15,1982, 개포동,개포주공 1단지,50.64,5,213000,11680,10300,141
48,11680-277,2020-02,17,1984, 개포동,경남1,96.98,2,197000,11680,10300,649
49,11680-573,2020-02,17,1982, 개포동,개포주공 1단지,58.08,4,315000,11680,10300,141
50,11680-573,2020-02,17,1982, 개포동,개포주공 1단지,42.55,4,202000,11680,10300,141
51,11680-280,2020-02,17,1992, 개포동,성원대치2단지아파트,33.18,10,94000,11680,10300,12
52,11680-279,2020-02,18,1992, 개포동,삼익대청아파트,51.12,7,123000,11680,10300,12
53,11680-573,2020-02,18,1982, 개포동,개포주공 1단지,35.64,5,170000,11680,10300,141
54,11680-391,2020-02,18,1983, 개포동,개포주공 5단지,83.17,12,198000,11680,10300,187
55,11680-290,2020-02,19,1983, 개포동,개포주공 6단지,60.13,2,167700,11680,10300,185
56,11680-280,2020-02,20,1992, 개포동,성원대치2단지아파트,33.18,9,96500,11680,10300,12
57,11680-573,2020-02,20,1982, 개포동,개포주공 1단지,50.64,4,260000,11680,10300,141
58,,2020-02,21,2019, 개포동,래미안블레스티지,84.943,9,243000,11680,10300,1280
59,11680-284,2020-02,24,1987, 개포동,개포6차우성아파트1동~8동,54.98,4,144000,11680,10300,658-1
60,11680-279,2020-02,26,1992, 개포동,삼익대청아파트,51.12,8,126750,11680,10300,12
61,11680-505,2020-02,26,2004, 개포동,개포자이(12-2),134.3,7,206000,11680,10300,12-2
62,11680-290,2020-02,28,1983, 개포동,개포주공 6단지,53.06,12,157000,11680,10300,185
63,11680-280,2020-02,29,1992, 개포동,성원대치2단지아파트,49.86,14,125000,11680,10300,12
64,11680-1364,2020-02,29,2001, 개포동,아람손프라자/비바빌,59.96,3,34300,11680,10300,1164-7
65,11680-391,2020-02,29,1983, 개포동,개포주공 5단지,61.19,10,170000,11680,10300,187
66,11680-78,2020-02,1,1999, 청담동,청담현대3차아파트,109.53,7,200000,11680,10400,127-31
67,11680-65,2020-02,3,1994, 청담동,청강(건영),84.595,16,190000,11680,10400,108
68,11680-62,2020-02,5,1984, 청담동,진흥아파트,180.67,11,290000,11680,10400,65
69,11680-3633,2020-02,7,2005, 청담동,이편한세상,98.05,7,165000,11680,10400,15
70,11680-34,2020-02,11,1999, 청담동,삼성청담공원아파트,59.93,9,133000,11680,10400,60
71,11680-3882,2020-02,14,2010, 청담동,청담파라곤Ⅱ 1단지,195.88,3,260000,11680,10400,102-1
72,11680-4364,2020-02,14,2015, 청담동,청담스위트,12.449,5,22700,11680,10400,34-13
73,11680-65,2020-02,15,1994, 청담동,청강(건영),84.595,14,181000,11680,10400,108
74,11680-30,2020-02,18,1995, 청담동,목화,133.97,4,180000,11680,10400,105-6
75,11680-83,2020-02,19,1988, 청담동,현대아파트,84.92,4,147000,11680,10400,23
76,11680-78,2020-02,27,1999, 청담동,청담현대3차아파트,109.53,22,237000,11680,10400,127-31
77,11680-78,2020-02,28,1999, 청담동,청담현대3차아파트,59.95,13,138000,11680,10400,127-31
78,11680-193,2020-02,3,1997, 삼성동,풍림,53.75,7,69000,11680,10500,129-20
79,11680-434,2020-02,5,2003, 삼성동,LG선릉에클라트(A),36.16,4,40500,11680,10500,142-7
80,11680-3834,2020-02,7,2008, 삼성동,삼성동힐스테이트 1단지,84.236,10,235000,11680,10500,16-2
81,11680-177,2020-02,8,1998, 삼성동,서광아파트,59.67,4,146000,11680,10500,2
82,11680-192,2020-02,10,1998, 삼성동,삼성풍림2차아파트,93.78,2,146000,11680,10500,104
83,11680-518,2020-02,12,2004, 삼성동,삼성오네뜨,153.53,7,173000,11680,10500,127-5
84,11680-434,2020-02,14,2003, 삼성동,LG선릉에클라트(A),36.16,3,32500,11680,10500,142-7
85,11680-522,2020-02,14,2004, 삼성동,LG선릉에클라트(B),36.35,15,37500,11680,10500,142-3
86,11680-177,2020-02,15,1998, 삼성동,서광아파트,59.67,9,146500,11680,10500,2
87,11680-3830,2020-02,15,2008, 삼성동,현대힐스테이트 2단지,84.236,11,240000,11680,10500,50
88,11680-168,2020-02,17,2000, 삼성동,삼성동롯데아파트,84.87,14,180000,11680,10500,17
89,11680-192,2020-02,19,1998, 삼성동,삼성풍림2차아파트,59.94,3,144000,11680,10500,104
90,11680-522,2020-02,19,2004, 삼성동,LG선릉에클라트(B),36.47,15,37000,11680,10500,142-3
91,11680-472,2020-02,19,2004, 삼성동,아이파크,195.388,23,570000,11680,10500,87
92,11680-168,2020-02,20,2000, 삼성동,삼성동롯데아파트,91.77,9,187000,11680,10500,17
93,11680-200,2020-02,20,1981, 삼성동,홍실아파트,96.32,5,235000,11680,10500,79
94,11680-194,2020-02,21,1998, 삼성동,삼성동한솔아파트,58.57,1,130000,11680,10500,4-6
95,11680-195,2020-02,24,2001, 삼성동,한일,70.05,7,150000,11680,10500,48
96,11680-3696,2020-02,26,2006, 삼성동,삼성팰리스(71-16),114.26,3,148000,11680,10500,71-16
97,,2020-02,26,2018, 삼성동,삼성동센트럴아이파크,84.95,12,261000,11680,10500,188
98,11680-404,2020-02,27,2003, 삼성동,포스코트,160.53,17,230000,11680,10500,146
99,11680-373,2020-02,1,1983, 대치동,"쌍용대치아파트1동, 2동, 3동, 5동, 6동",83.56,13,205000,11680,10600,66
100,11680-529,2020-02,10,2004, 대치동,테헤란로대우아이빌(891-6),33.11,14,36000,11680,10600,891-6
101,11680-218,2020-02,11,1979, 대치동,은마,76.79,4,192000,11680,10600,316
102,11680-222,2020-02,11,1983, 대치동,한보미도맨션1,128.01,13,303000,11680,10600,511
103,11680-218,2020-02,11,1979, 대치동,은마,84.43,3,205000,11680,10600,316
104,11680-218,2020-02,12,1979, 대치동,은마,76.79,6,194000,11680,10600,316
105,11680-222,2020-02,12,1983, 대치동,한보미도맨션1,84.48,8,218000,11680,10600,511
106,11680-218,2020-02,13,1979, 대치동,은마,84.43,14,207000,11680,10600,316
107,11680-205,2020-02,14,2000, 대치동,대치삼성,97.35,11,232000,11680,10600,1014-3
108,11680-218,2020-02,14,1979, 대치동,은마,84.43,6,218000,11680,10600,316
109,11680-218,2020-02,14,1979, 대치동,은마,84.43,14,214000,11680,10600,316
110,11680-218,2020-02,14,1979, 대치동,은마,84.43,8,210000,11680,10600,316
111,11680-218,2020-02,14,1979, 대치동,은마,84.43,11,207000,11680,10600,316
112,11680-222,2020-02,15,1983, 대치동,한보미도맨션1,84.48,10,220000,11680,10600,511
113,11680-481,2020-02,15,1985, 대치동,한보미도맨션2,84.96,4,220000,11680,10600,511
114,11680-531,2020-02,16,2003, 대치동,대우아이빌멤버스(891-26),35.236,12,36000,11680,10600,891-26
115,11680-221,2020-02,17,1991, 대치동,청암빌라트,163.8,7,160000,11680,10600,650
116,11680-481,2020-02,17,1985, 대치동,한보미도맨션2,84.96,9,223000,11680,10600,511
117,11680-218,2020-02,19,1979, 대치동,은마,84.43,9,217500,11680,10600,316
118,11680-4293,2020-02,19,1989, 대치동,래미안 대치 하이스턴,110.39,6,230000,11680,10600,985
119,11680-216,2020-02,20,1984, 대치동,개포우성2,84.69,8,247500,11680,10600,500
120,11680-528,2020-02,20,2004, 대치동,선릉역대우아이빌(890-49),28.34,11,26000,11680,10600,890-49
121,11680-218,2020-02,20,1979, 대치동,은마,76.79,5,193000,11680,10600,316
122,11680-218,2020-02,20,1979, 대치동,은마,84.43,8,218000,11680,10600,316
123,11680-217,2020-02,21,1984, 대치동,"대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",115.59,14,230000,11680,10600,63
124,11680-217,2020-02,24,1984, 대치동,"대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",115.59,5,227000,11680,10600,63
125,11680-3752,2020-02,24,2008, 대치동,대치아이파크,119.58,13,305000,11680,10600,888
126,11680-218,2020-02,24,1979, 대치동,은마,76.79,12,194500,11680,10600,316
127,11680-481,2020-02,26,1985, 대치동,한보미도맨션2,126.33,11,285700,11680,10600,511
128,11680-529,2020-02,26,2004, 대치동,테헤란로대우아이빌(891-6),65.24,20,59900,11680,10600,891-6
129,11680-481,2020-02,26,1985, 대치동,한보미도맨션2,84.96,1,216000,11680,10600,511
130,11680-222,2020-02,27,1983, 대치동,한보미도맨션1,128.01,13,298000,11680,10600,511
131,11680-373,2020-02,28,1983, 대치동,"쌍용대치아파트1동, 2동, 3동, 5동, 6동",128.03,4,251000,11680,10600,66
132,11680-205,2020-02,29,2000, 대치동,대치삼성,97.35,5,234000,11680,10600,1014-3
133,11680-218,2020-02,29,1979, 대치동,은마,84.43,11,215000,11680,10600,316
134,11680-3746,2020-02,2,2007, 신사동,압구정 Ainvill,84.36,5,98000,11680,10700,590-7
135,11680-3821,2020-02,5,2008, 신사동,래미안신사,84.89,9,149000,11680,10700,506-9
136,11680-15,2020-02,22,2002, 신사동,신사동씨티빌,55.273,4,60000,11680,10700,523-4
137,11680-3,2020-02,24,1998, 신사동,로데오현대,90.94,16,120000,11680,10700,658
138,11680-109,2020-02,3,1997, 논현동,신동아(22),35.73,9,80000,11680,10800,22
139,11680-121,2020-02,7,1985, 논현동,동현아파트 1~6,84.92,5,165000,11680,10800,105
140,11680-4202,2020-02,8,2013, 논현동,한양수자인어반게이트,16.2,6,21500,11680,10800,221-7
141,11680-136,2020-02,12,1996, 논현동,쌍용,59.91,12,89900,11680,10800,103
142,11680-4202,2020-02,14,2013, 논현동,한양수자인어반게이트,16.2,4,22000,11680,10800,221-7
143,11680-444,2020-02,19,2003, 논현동,논현아트빌,90.38,2,96800,11680,10800,215-14
144,11680-4356,2020-02,19,2014, 논현동,아크로힐스논현,113.231,14,228000,11680,10800,276-1
145,11680-4202,2020-02,19,2013, 논현동,한양수자인어반게이트,16.2,3,21000,11680,10800,221-7
146,11680-109,2020-02,20,1997, 논현동,신동아(22),114.34,12,172000,11680,10800,22
147,11680-4202,2020-02,21,2013, 논현동,한양수자인어반게이트,16.2,6,22000,11680,10800,221-7
148,11680-440,2020-02,24,2003, 논현동,힐스빌7,139.46,2,119750,11680,10800,46-2
149,11680-136,2020-02,28,1996, 논현동,쌍용,59.91,3,91000,11680,10800,103
150,11680-417,2020-02,4,1976, 압구정동,현대3차(61~64동),82.5,1,210000,11680,11000,443
151,11680-417,2020-02,7,1976, 압구정동,현대3차(61~64동),82.5,7,223000,11680,11000,443
